year,market,plant_id,capacity,quantity,investment,post_1990,population,market_capacity,market_quantity,n_plants,market_population,competitors_capacity
1980,23,108,516,447,0,0,9915560,3828,3338,5,9915560,3312
1980,23,109,1013,894,0,0,9915560,3828,3338,5,9915560,2815
1981,23,105,368,325,3,0,10054904,3760,3319,5,10054904,3392
1981,23,106,969,854,-74,0,10054904,3760,3319,5,10054904,2791
1981,23,107,894,800,2,0,10054904,3760,3319,5,10054904,2866
1981,23,108,519,450,2,0,10054904,3760,3319,5,10054904,3241
1981,23,109,1010,890,-3,0,10054904,3760,3319,5,10054904,2750
1982,23,105,372,328,4,0,10196206,3767,3325,5,10196206,3395
1982,23,106,967,843,-2,0,10196206,3767,3325,5,10196206,2800
1982,23,107,904,812,10,0,10196206,3767,3325,5,10196206,2863
1982,23,108,512,445,-7,0,10196206,3767,3325,5,10196206,3255
1982,23,109,1012,897,2,0,10196206,3767,3325,5,10196206,2755
1983,23,105,372,318,0,0,10339493,3711,3277,5,10339493,3339
1983,23,106,897,784,-70,0,10339493,3711,3277,5,10339493,2814
1983,23,107,908,812,4,0,10339493,3711,3277,5,10339493,2803
1983,23,108,509,444,-3,0,10339493,3711,3277,5,10339493,3202
1983,23,109,1025,919,12,0,10339493,3711,3277,5,10339493,2686
1984,23,105,375,327,2,0,10484795,3724,3246,5,10484795,3349
1984,23,106,899,771,2,0,10484795,3724,3246,5,10484795,2825
1984,23,107,920,800,12,0,10484795,3724,3246,5,10484795,2804
1984,23,108,510,457,1,0,10484795,3724,3246,5,10484795,3214
1984,23,109,1020,891,-4,0,10484795,3724,3246,5,10484795,2704
1985,23,105,375,334,0,0,10632138,3764,3299,5,10632138,3389
1985,23,106,897,806,-2,0,10632138,3764,3299,5,10632138,2867
1985,23,107,964,825,44,0,10632138,3764,3299,5,10632138,2800
1985,23,108,509,443,-1,0,10632138,3764,3299,5,10632138,3255
1985,23,109,1019,891,-1,0,10632138,3764,3299,5,10632138,2745
1986,23,105,375,332,0,0,10781552,3780,3349,5,10781552,3405
1986,23,106,903,801,6,0,10781552,3780,3349,5,10781552,2877
1986,23,107,964,840,1,0,10781552,3780,3349,5,10781552,2816
1986,23,108,516,460,7,0,10781552,3780,3349,5,10781552,3264
1986,23,109,1022,916,3,0,10781552,3780,3349,5,10781552,2758
1987,23,105,379,326,5,0,10933065,3791,3354,5,10933065,3412
1987,23,106,912,816,10,0,10933065,3791,3354,5,10933065,2879
1987,23,107,971,871,6,0,10933065,3791,3354,5,10933065,2820
1987,23,108,512,459,-4,0,10933065,3791,3354,5,10933065,3279
1987,23,109,1017,882,-5,0,10933065,3791,3354,5,10933065,2774
1988,23,105,381,335,2,0,11086708,3751,3291,5,11086708,3370
1988,23,106,923,815,11,0,11086708,3751,3291,5,11086708,2828
1988,23,107,969,847,-2,0,11086708,3751,3291,5,11086708,2782
1988,23,108,471,402,-41,0,11086708,3751,3291,5,11086708,3280
1988,23,109,1007,892,-10,0,11086708,3751,3291,5,11086708,2744
1989,23,105,378,328,-3,0,11242510,3647,3154,5,11242510,3269
1989,23,106,839,724,-84,0,11242510,3647,3154,5,11242510,2808
1989,23,107,959,821,-10,0,11242510,3647,3154,5,11242510,2688
1989,23,108,471,418,0,0,11242510,3647,3154,5,11242510,3176
1989,23,109,1000,863,-7,0,11242510,3647,3154,5,11242510,2647
1990,23,105,367,325,-11,1,11400502,3708,3217,5,11400502,3341
1990,23,106,832,710,-7,1,11400502,3708,3217,5,11400502,2876
1990,23,107,955,828,-4,1,11400502,3708,3217,5,11400502,2753
1990,23,108,471,413,0,1,11400502,3708,3217,5,11400502,3237
1990,23,109,1083,941,83,1,11400502,3708,3217,5,11400502,2625
1991,23,105,372,332,5,1,11560713,3718,3303,5,11560713,3346
1991,23,106,829,739,-3,1,11560713,3718,3303,5,11560713,2889
1991,23,107,953,844,-2,1,11560713,3718,3303,5,11560713,2765
1991,23,108,474,419,3,1,11560713,3718,3303,5,11560713,3244
1991,23,109,1090,969,7,1,11560713,3718,3303,5,11560713,2628
1992,23,105,376,337,4,1,11723176,3740,3300,5,11723176,3364
1992,23,106,830,714,1,1,11723176,3740,3300,5,11723176,2910
1992,23,107,963,850,10,1,11723176,3740,3300,5,11723176,2777
1992,23,108,476,423,2,1,11723176,3740,3300,5,11723176,3264
1992,23,109,1095,976,5,1,11723176,3740,3300,5,11723176,2645
1993,23,105,373,322,-3,1,11887923,3732,3286,5,11887923,3359
1993,23,106,829,729,-1,1,11887923,3732,3286,5,11887923,2903
1993,23,107,977,866,14,1,11887923,3732,3286,5,11887923,2755
1993,23,108,472,416,-4,1,11887923,3732,3286,5,11887923,3260
1993,23,109,1081,953,-14,1,11887923,3732,3286,5,11887923,2651
1994,23,105,376,324,2,1,12054984,3705,3259,5,12054984,3329
1994,23,106,834,747,5,1,12054984,3705,3259,5,12054984,2871
1994,23,107,977,856,0,1,12054984,3705,3259,5,12054984,2728
1994,23,108,433,376,-39,1,12054984,3705,3259,5,12054984,3272
1994,23,109,1085,956,4,1,12054984,3705,3259,5,12054984,2620
1995,23,105,380,326,4,1,12224393,3685,3220,5,12224393,3305
1995,23,106,826,732,-8,1,12224393,3685,3220,5,12224393,2859
1995,23,107,980,877,2,1,12224393,3685,3220,5,12224393,2705
1995,23,108,436,378,3,1,12224393,3685,3220,5,12224393,3249
1995,23,109,1063,907,-22,1,12224393,3685,3220,5,12224393,2622
1996,23,105,386,335,6,1,12396183,3680,3178,5,12396183,3294
1996,23,106,827,716,2,1,12396183,3680,3178,5,12396183,2853
1996,23,107,986,841,6,1,12396183,3680,3178,5,12396183,2694
1996,23,108,439,389,4,1,12396183,3680,3178,5,12396183,3241
1996,23,109,1042,897,-20,1,12396183,3680,3178,5,12396183,2638
1997,23,105,390,340,4,1,12570387,3718,3232,5,12570387,3328
1997,23,106,834,715,7,1,12570387,3718,3232,5,12570387,2884
1997,23,107,992,868,6,1,12570387,3718,3232,5,12570387,2726
1997,23,108,439,380,0,1,12570387,3718,3232,5,12570387,3279
1997,23,109,1063,929,21,1,12570387,3718,3232,5,12570387,2655
1998,23,105,390,350,1,1,12747040,3722,3234,5,12747040,3332
1998,23,106,832,731,-2,1,12747040,3722,3234,5,12747040,2890
1998,23,107,1007,882,16,1,12747040,3722,3234,5,12747040,2715
1998,23,108,433,370,-6,1,12747040,3722,3234,5,12747040,3289
1998,23,109,1060,901,-3,1,12747040,3722,3234,5,12747040,2662
1980,24,110,1191,1047,0,0,1514546,4048,3570,4,1514546,2857
1980,24,111,1034,923,0,0,1514546,4048,3570,4,1514546,3014
1980,24,112,1067,938,0,0,1514546,4048,3570,4,1514546,2981
1980,24,113,756,662,0,0,1514546,4048,3570,4,1514546,3292
1981,24,110,1255,1071,64,0,1538357,4113,3577,4,1538357,2858
1981,24,111,1035,897,1,0,1538357,4113,3577,4,1538357,3078
1981,24,112,1065,945,-2,0,1538357,4113,3577,4,1538357,3048
1981,24,113,758,664,2,0,1538357,4113,3577,4,1538357,3355
1982,24,110,1245,1108,-10,0,1562543,4117,3640,4,1562543,2872
1982,24,111,1028,901,-6,0,1562543,4117,3640,4,1562543,3089
1982,24,112,1084,962,20,0,1562543,4117,3640,4,1562543,3033
1982,24,113,760,669,1,0,1562543,4117,3640,4,1562543,3357
1983,24,110,1258,1122,13,0,1587109,4258,3709,4,1587109,3000
1983,24,111,1032,889,4,0,1587109,4258,3709,4,1587109,3226
1983,24,112,1203,1047,119,0,1587109,4258,3709,4,1587109,3055
1983,24,113,765,651,6,0,1587109,4258,3709,4,1587109,3493
1984,24,110,1255,1070,-4,0,1612062,4141,3648,4,1612062,2886
1984,24,111,931,831,-101,0,1612062,4141,3648,4,1612062,3210
1984,24,112,1191,1066,-12,0,1612062,4141,3648,4,1612062,2950
1984,24,113,764,681,-1,0,1612062,4141,3648,4,1612062,3377
1985,24,110,1248,1121,-7,0,1637406,4157,3702,4,1637406,2909
1985,24,111,934,840,2,0,1637406,4157,3702,4,1637406,3223
1985,24,112,1203,1075,11,0,1637406,4157,3702,4,1637406,2954
1985,24,113,772,666,8,0,1637406,4157,3702,4,1637406,3385
1986,24,110,1243,1066,-5,0,1663149,4017,3513,4,1663149,2774
1986,24,111,928,833,-6,0,1663149,4017,3513,4,1663149,3089
1986,24,112,1203,1047,1,0,1663149,4017,3513,4,1663149,2814
1986,24,113,643,567,-129,0,1663149,4017,3513,4,1663149,3374
1987,24,110,1244,1095,1,0,1689297,4002,3499,4,1689297,2758
1987,24,111,926,822,-1,0,1689297,4002,3499,4,1689297,3076
1987,24,112,1191,1016,-12,0,1689297,4002,3499,4,1689297,2811
1987,24,113,641,566,-2,0,1689297,4002,3499,4,1689297,3361
1988,24,110,1222,1070,-21,0,1715856,3976,3446,4,1715856,2754
1988,24,111,913,783,-14,0,1715856,3976,3446,4,1715856,3063
1988,24,112,1196,1039,5,0,1715856,3976,3446,4,1715856,2780
1988,24,113,645,554,4,0,1715856,3976,3446,4,1715856,3331
1989,24,110,1226,1063,4,0,1742832,3984,3508,4,1742832,2758
1989,24,111,903,805,-9,0,1742832,3984,3508,4,1742832,3081
1989,24,112,1210,1082,14,0,1742832,3984,3508,4,1742832,2774
1989,24,113,645,558,1,0,1742832,3984,3508,4,1742832,3339
1990,24,110,1213,1055,-13,1,1770233,3972,3478,4,1770233,2759
1990,24,111,900,786,-3,1,1770233,3972,3478,4,1770233,3072
1990,24,112,1212,1074,2,1,1770233,3972,3478,4,1770233,2760
1990,24,113,647,563,2,1,1770233,3972,3478,4,1770233,3325
1991,24,110,1221,1072,8,1,1798064,3974,3491,4,1798064,2753
1991,24,111,905,803,6,1,1798064,3974,3491,4,1798064,3069
1991,24,112,1196,1037,-16,1,1798064,3974,3491,4,1798064,2778
1991,24,113,652,579,5,1,1798064,3974,3491,4,1798064,3322
1992,24,110,1221,1064,0,1,1826333,3970,3498,4,1826333,2749
1992,24,111,920,824,15,1,1826333,3970,3498,4,1826333,3050
1992,24,112,1186,1050,-9,1,1826333,3970,3498,4,1826333,2784
1992,24,113,643,560,-9,1,1826333,3970,3498,4,1826333,3327
1993,24,110,1213,1072,-9,1,1855047,3952,3495,4,1855047,2739
1993,24,111,913,811,-8,1,1855047,3952,3495,4,1855047,3039
1993,24,112,1189,1066,2,1,1855047,3952,3495,4,1855047,2763
1993,24,113,637,546,-6,1,1855047,3952,3495,4,1855047,3315
1994,24,110,1212,1082,0,1,1884212,3938,3457,4,1884212,2726
1994,24,111,894,778,-18,1,1884212,3938,3457,4,1884212,3044
1994,24,112,1191,1033,2,1,1884212,3938,3457,4,1884212,2747
1994,24,113,641,564,4,1,1884212,3938,3457,4,1884212,3297
1995,24,110,1210,1076,-2,1,1913835,3902,3457,4,1913835,2692
1995,24,111,885,780,-10,1,1913835,3902,3457,4,1913835,3017
1995,24,112,1173,1038,-18,1,1913835,3902,3457,4,1913835,2729
1995,24,113,634,563,-7,1,1913835,3902,3457,4,1913835,3268
1996,24,110,1209,1048,-1,1,1943924,3899,3419,4,1943924,2690
1996,24,111,900,805,15,1,1943924,3899,3419,4,1943924,2999
1996,24,112,1164,1019,-9,1,1943924,3899,3419,4,1943924,2735
1996,24,113,626,547,-9,1,1943924,3899,3419,4,1943924,3273
1997,24,110,1224,1069,15,1,1974486,3957,3494,4,1974486,2733
1997,24,111,913,813,13,1,1974486,3957,3494,4,1974486,3044
1997,24,112,1156,1027,-9,1,1974486,3957,3494,4,1974486,2801
1997,24,113,664,585,39,1,1974486,3957,3494,4,1974486,3293
1998,24,110,1223,1047,-1,1,2005529,3963,3430,4,2005529,2740
1998,24,111,934,805,21,1,2005529,3963,3430,4,2005529,3029
1998,24,112,1138,978,-17,1,2005529,3963,3430,4,2005529,2825
1998,24,113,668,600,4,1,2005529,3963,3430,4,2005529,3295
1980,25,114,714,625,0,0,14514366,2630,2290,4,14514366,1916
1980,25,115,844,739,0,0,14514366,2630,2290,4,14514366,1786
1980,25,116,715,622,0,0,14514366,2630,2290,4,14514366,1915
1980,25,117,357,304,0,0,14514366,2630,2290,4,14514366,2273
1981,25,114,708,627,-6,0,14645539,2611,2302,4,14645539,1903
1981,25,115,846,749,2,0,14645539,2611,2302,4,14645539,1765
1981,25,116,702,610,-13,0,14645539,2611,2302,4,14645539,1909
1981,25,117,355,316,-2,0,14645539,2611,2302,4,14645539,2256
1982,25,114,709,623,1,0,14777898,2568,2264,4,14777898,1859
1982,25,115,800,705,-46,0,14777898,2568,2264,4,14777898,1768
1982,25,116,698,612,-4,0,14777898,2568,2264,4,14777898,1870
1982,25,117,361,324,6,0,14777898,2568,2264,4,14777898,2207
1983,25,114,708,624,-1,0,14911452,2560,2227,4,14911452,1852
1983,25,115,805,688,5,0,14911452,2560,2227,4,14911452,1755
1983,25,116,685,593,-12,0,14911452,2560,2227,4,14911452,1875
1983,25,117,362,322,1,0,14911452,2560,2227,4,14911452,2198
1984,25,114,712,622,4,0,15046214,2523,2211,4,15046214,1811
1984,25,115,766,689,-39,0,15046214,2523,2211,4,15046214,1757
1984,25,116,676,582,-9,0,15046214,2523,2211,4,15046214,1847
1984,25,117,369,318,6,0,15046214,2523,2211,4,15046214,2154
1985,25,114,718,615,6,0,15182194,2540,2194,4,15182194,1822
1985,25,115,767,666,2,0,15182194,2540,2194,4,15182194,1773
1985,25,116,679,591,3,0,15182194,2540,2194,4,15182194,1861
1985,25,117,376,322,7,0,15182194,2540,2194,4,15182194,2164
1986,25,114,726,639,7,0,15319402,2556,2212,4,15319402,1830
1986,25,115,767,665,0,0,15319402,2556,2212,4,15319402,1789
1986,25,116,685,585,6,0,15319402,2556,2212,4,15319402,1871
1986,25,117,378,323,2,0,15319402,2556,2212,4,15319402,2178
1987,25,114,739,655,13,0,15457851,2620,2312,4,15457851,1881
1987,25,115,767,688,-280,0,15457851,2620,2312,4,15457851,1853
1987,25,116,734,640,49,0,15457851,2620,2312,4,15457851,1886
1987,25,117,380,329,2,0,15457851,2620,2312,4,15457851,2240
1988,25,114,737,638,-2,0,15597551,2626,2301,4,15597551,1889
1988,25,115,773,672,6,0,15597551,2626,2301,4,15597551,1853
1988,25,116,737,662,3,0,15597551,2626,2301,4,15597551,1889
1988,25,117,379,329,-1,0,15597551,2626,2301,4,15597551,2247
1989,25,114,747,644,11,0,15738513,2635,2299,4,15738513,1888
1989,25,115,771,661,-2,0,15738513,2635,2299,4,15738513,1864
1989,25,116,742,663,5,0,15738513,2635,2299,4,15738513,1893
1989,25,117,375,331,-4,0,15738513,2635,2299,4,15738513,2260
1990,25,114,823,707,75,1,15880750,2703,2331,4,15880750,1880
1990,25,115,773,665,2,1,15880750,2703,2331,4,15880750,1930
1990,25,116,733,641,-9,1,15880750,2703,2331,4,15880750,1970
1990,25,117,374,318,0,1,15880750,2703,2331,4,15880750,2329
1991,25,114,866,761,44,1,16024271,2874,2523,4,16024271,2008
1991,25,115,913,810,140,1,16024271,2874,2523,4,16024271,1961
1991,25,116,722,626,-11,1,16024271,2874,2523,4,16024271,2152
1991,25,117,373,326,-1,1,16024271,2874,2523,4,16024271,2501
1992,25,114,863,776,-4,1,16169090,2877,2562,4,16169090,2014
1992,25,115,919,825,6,1,16169090,2877,2562,4,16169090,1958
1992,25,116,720,625,-2,1,16169090,2877,2562,4,16169090,2157
1992,25,117,375,336,-61,1,16169090,2877,2562,4,16169090,2502
1993,25,114,878,787,15,1,16315218,2894,2569,4,16315218,2016
1993,25,115,922,815,3,1,16315218,2894,2569,4,16315218,1972
1993,25,116,725,643,5,1,16315218,2894,2569,4,16315218,2169
1993,25,117,369,324,-6,1,16315218,2894,2569,4,16315218,2525
1994,25,114,873,756,-5,1,16462666,2891,2542,4,16462666,2018
1994,25,115,938,832,16,1,16462666,2891,2542,4,16462666,1953
1994,25,116,716,641,-8,1,16462666,2891,2542,4,16462666,2175
1994,25,117,364,313,-5,1,16462666,2891,2542,4,16462666,2527
1995,25,114,875,756,2,1,16611447,2885,2535,4,16611447,2010
1995,25,115,933,833,-5,1,16611447,2885,2535,4,16611447,1952
1995,25,116,711,627,-5,1,16611447,2885,2535,4,16611447,2174
1995,25,117,366,319,2,1,16611447,2885,2535,4,16611447,2519
1996,25,114,871,750,-4,1,16761572,2888,2507,4,16761572,2017
1996,25,115,943,802,10,1,16761572,2888,2507,4,16761572,1945
1996,25,116,704,629,-7,1,16761572,2888,2507,4,16761572,2184
1996,25,117,370,326,4,1,16761572,2888,2507,4,16761572,2518
1997,25,114,874,774,3,1,16913055,2878,2538,4,16913055,2004
1997,25,115,928,828,-15,1,16913055,2878,2538,4,16913055,1950
1997,25,116,699,603,-5,1,16913055,2878,2538,4,16913055,2179
1997,25,117,377,333,8,1,16913055,2878,2538,4,16913055,2501
1998,25,114,872,781,-2,1,17065906,2877,2559,4,17065906,2005
1998,25,115,923,824,-5,1,17065906,2877,2559,4,17065906,1954
1998,25,116,706,630,7,1,17065906,2877,2559,4,17065906,2171
1998,25,117,376,324,-2,1,17065906,2877,2559,4,17065906,2501
1980,26,118,1196,1070,0,0,11226356,3173,2771,3,11226356,1977
1980,26,119,1186,1025,0,0,11226356,3173,2771,3,11226356,1987
1980,26,120,791,676,0,0,11226356,3173,2771,3,11226356,2382
1981,26,118,1207,1041,11,0,11366805,3220,2771,3,11366805,2013
1981,26,119,1207,1027,21,0,11366805,3220,2771,3,11366805,2013
1981,26,120,806,703,15,0,11366805,3220,2771,3,11366805,2414
1982,26,118,1220,1073,13,0,11509012,3225,2812,3,11509012,2005
1982,26,119,1196,1050,-11,0,11509012,3225,2812,3,11509012,2029
1982,26,120,809,689,3,0,11509012,3225,2812,3,11509012,2416
1983,26,118,1202,1045,-18,0,11652998,3199,2776,3,11652998,1997
1983,26,119,1194,1034,-2,0,11652998,3199,2776,3,11652998,2005
1983,26,120,803,697,-6,0,11652998,3199,2776,3,11652998,2396
1984,26,118,1196,1030,-6,0,11798785,3135,2731,3,11798785,1939
1984,26,119,1150,1028,-44,0,11798785,3135,2731,3,11798785,1985
1984,26,120,789,673,-14,0,11798785,3135,2731,3,11798785,2346
1985,26,118,1200,1069,4,0,11946396,3156,2797,3,11946396,1956
1985,26,119,1163,1029,13,0,11946396,3156,2797,3,11946396,1993
1985,26,120,793,699,4,0,11946396,3156,2797,3,11946396,2363
1986,26,118,1203,1025,2,0,12095854,3173,2757,3,12095854,1970
1986,26,119,1178,1034,15,0,12095854,3173,2757,3,12095854,1995
1986,26,120,792,698,0,0,12095854,3173,2757,3,12095854,2381
1987,26,118,1193,1055,-10,0,12247181,3179,2758,3,12247181,1986
1987,26,119,1192,1019,14,0,12247181,3179,2758,3,12247181,1987
1987,26,120,794,684,1,0,12247181,3179,2758,3,12247181,2385
1988,26,118,1196,1029,34,0,12400402,3187,2776,3,12400402,1991
1988,26,119,1196,1058,4,0,12400402,3187,2776,3,12400402,1991
1988,26,120,795,689,1,0,12400402,3187,2776,3,12400402,2392
1989,26,118,1206,1053,9,0,12555540,3187,2786,3,12555540,1981
1989,26,119,1184,1046,-13,0,12555540,3187,2786,3,12555540,2003
1989,26,120,797,687,2,0,12555540,3187,2786,3,12555540,2390
1990,26,118,1228,1055,23,1,12712618,3200,2785,3,12712618,1972
1990,26,119,1179,1045,-4,1,12712618,3200,2785,3,12712618,2021
1990,26,120,793,685,-4,1,12712618,3200,2785,3,12712618,2407
1991,26,118,1246,1074,18,1,12871662,3204,2789,3,12871662,1958
1991,26,119,1160,1029,-19,1,12871662,3204,2789,3,12871662,2044
1991,26,120,798,686,5,1,12871662,3204,2789,3,12871662,2406
1992,26,118,1243,1060,-3,1,13032695,3169,2737,3,13032695,1926
1992,26,119,1137,1006,-23,1,13032695,3169,2737,3,13032695,2032
1992,26,120,789,671,-10,1,13032695,3169,2737,3,13032695,2380
1993,26,118,1232,1062,-11,1,13195744,3171,2767,3,13195744,1939
1993,26,119,1152,1005,15,1,13195744,3171,2767,3,13195744,2019
1993,26,120,787,700,-2,1,13195744,3171,2767,3,13195744,2384
1994,26,118,1247,1077,14,1,13360831,3192,2792,3,13360831,1945
1994,26,119,1147,1001,-5,1,13360831,3192,2792,3,13360831,2045
1994,26,120,798,714,11,1,13360831,3192,2792,3,13360831,2394
1995,26,118,1265,1106,19,1,13527985,3198,2790,3,13527985,1933
1995,26,119,1147,1004,0,1,13527985,3198,2790,3,13527985,2051
1995,26,120,786,680,-12,1,13527985,3198,2790,3,13527985,2412
1996,26,118,1278,1105,13,1,13697229,3216,2779,3,13697229,1938
1996,26,119,1166,999,19,1,13697229,3216,2779,3,13697229,2050
1996,26,120,772,675,-15,1,13697229,3216,2779,3,13697229,2444
1997,26,118,1271,1113,-7,1,13868591,3211,2802,3,13868591,1940
1997,26,119,1174,1004,8,1,13868591,3211,2802,3,13868591,2037
1997,26,120,766,685,-6,1,13868591,3211,2802,3,13868591,2445
1998,26,118,1357,1180,86,1,14042097,3312,2890,3,14042097,1955
1998,26,119,1190,1036,16,1,14042097,3312,2890,3,14042097,2122
1998,26,120,765,674,-1,1,14042097,3312,2890,3,14042097,2547
